Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
370,370,Koca Koca Yalanlar,2018,Osman Taşcı,Gül Abus Semerci,Kanal D,"['Dram','Komedi']",0,1,1,0,0,0,0,Limon Film,"Hakan Yılmaz,Evrim Alasya,Selen Uçer,Pelin Öztekin",120,Güldiyar Tanrıdağlı,1.4791666666666667,1.25,2.333333333333333,0,0,0,0,Başarısız
371,371,Kocaman Ailem,2018,Sadullah Şentürk,Berat Deniz,atv,"['Dram','Komedi','Aile']",1,1,1,0,0,0,0,Mia Yapım,"Levent Ülgen,Emre Karayel,Özlem Türkad,Çağla Demir,Necmi Yapıcı,Berkay Tulumbacı,Çağrı Çıtanak,Zeynep Gülmez",140,Unknown,1.925,2.7142857142857144,1.0,0,0,0,0,Başarısız
372,372,Masum Değiliz,2018,Serkan İpekören,Bekir Baran Sıtkı,atv,['Dram'],0,1,0,0,0,0,0,Koliba Film,"Uraz Kaygılaroğlu,Damla Sönmez,Ushan Çakır,Aras Aydın,Sercan Badur",120,Unknown,1.3545454545454545,1.0,1.6,0,0,0,0,Başarısız
373,373,Mehmetçik: Kutlu Zafer,2018,Mustafa Şevki Doğan,Mehmet Bozdağ,TRT 1,"['Tarihî','Kurgu','Savaş']",0,0,0,1,0,1,0,Bozdağ Film,"Kaan Taşaner,İsmail Hacıoğlu,İsmail Ege Şaşmaz,Cansu Tosun,Özgü Kaya,İlker Aksum,Serdar Gökhan",120,Alpay Göltekin,1.456972789115646,1.2666666666666666,2.8,0,0,0,0,Başarısız
374,374,Mehmetçik: Kut'ül-Amare,2018,Mustafa Şevki Doğan,Mehmet Bozdağ,TRT 1,"['Tarihî','Kurgu','Savaş']",0,0,0,1,0,1,0,Bozdağ Film,"Kaan Taşaner,İsmail Hacıoğlu,İsmail Ege Şaşmaz,Cansu Tosun,Özgü Kaya,İlker Aksum,Serdar Gökhan",120,Zeynep Alasya,1.456972789115646,1.2666666666666666,2.8,0,0,0,0,Başarısız
375,375,Mehmed: Bir Cihan Fatihi,2018,Cevdet Mercan,Ercan Mehmet Erdem,Kanal D,"['Tarihî','Kurgu']",0,0,0,0,0,1,0,O3 Medya,"Kenan İmirzalıoğlu,Çetin Tekindor,Gürkan Uygun,Büşra Develi,Hazal Filiz Küçükköse",120,Unknown,1.874920634920635,1.4,1.2,0,1,0,0,Başarısız
376,376,Meleklerin Aşkı,2018,Hamdi Alkan,Ersoy Güler,Show TV,['Romantik komedi'],0,0,1,0,0,0,1,Süreç Film,"Oya Başar,Berkay Hardal,Gülper Özdemir,Didem Balçın,Toygan Avanoğlu",120,Jingle Tv,1.54,2.0,2.0,0,0,0,0,Başarısız
377,377,Muhteşem İkili,2018,Çağatay Tosun,Emre Özdür,Kanal D,"['Aksiyon','Dram','Komedi','Polisiye']",0,1,1,1,1,0,0,TMC Film,"İbrahim Çelikkol,Kerem Bürsin,Özge Gürel,Öykü Karayel",140,Hasan Özsüt,1.2836309523809524,1.6,1.0,1,0,0,0,Başarısız
378,378,Nefes Nefese,2018,Aydın Bulut,Selin Tunç,Star TV,"['Dram','Aksiyon']",0,1,0,1,0,0,0,TMC Film,"Şükrü Özyıldız,Melisa Şenolsun,Uğur Yücel",120,İlker Bayraktar,1.3212121212121213,1.1111111111111112,1.5,0,0,0,0,Başarısız
379,379,Sen Anlat Karadeniz,2018,Osman Sınav,Nehir Erdem,atv,['Dram'],0,1,0,0,0,0,0,Sinegraf,"Ulaş Tuna Astepe,İrem Helvacıoğlu,Mehmet Ali Nuroğlu",140,Unknown,1.468253968253968,3.0,2.0,1,0,0,0,Başarılı
380,380,Servet,2018,Emir Khalilzadeh,Murat Boyacıoğlu,Show TV,['Dram'],0,1,0,0,0,0,0,Ortaks Yapım,"Bahar Şahin,Yusuf Çim",130,Unknown,1.1,1.0,1.0,0,0,0,0,Başarısız
381,381,Şahin Tepesi,2018,Hilal Saral,Melek Gençoğlu,atv,"['Aşk','Dram']",0,1,0,0,0,0,1,Ay Yapım,"Zerrin Tekindor,Ebru Özkan,Boran Kuzum,Aybüke Pusat,Murat Aygen,Esra Dermancıoğlu,Kaan Taşaner,Leyla Tanlar",140,Toygar Işıklı,1.6303300865800865,1.625,1.0,0,0,0,0,Başarısız
382,382,Şahsiyet,2018,Onur Saylak,Hakan Günday,puhutv,"['Dram','Polisiye']",0,1,0,1,1,0,0,Ay Yapım,"Haluk Bilginer,Cansu Dere,Metin Akdülger,Şebnem Bozoklu,Hüseyin Avni Danyal,Erdal Özyağcılar",60,Sertaç Özgümüş,1.7511294261294263,1.5,1.5,0,1,0,0,Kısmen Başarılı
383,383,Tehlikeli Karım,2018,Çağrı Bayrak,Nalan Merter Savaş,Show TV,"['Dram','Romantik']",0,1,0,0,0,0,1,MF Yapım,"Gonca Vuslateri,Seçkin Özdemir,Mustafa Üstündağ,Bige Önal",120,Unknown,1.2727272727272727,1.3333333333333333,1.0,0,0,0,0,Başarısız
384,384,Tozkoparan,2018,Şevki Es,Mustafa Burak Doğu,TRT 1,"['Tarihî','Macera','Dram']",0,1,0,1,0,1,0,Veya Yapım,"Özgür Ege Nalcı,Yusuf Gökhan Atalay,Burak Kut,Burcu Altın,Tuana Naz Tiryaki,Leya Kırşan,Yağız Kılınç,Deniz Erayvaz,Alara Kardak",90,Özgür Zoral,2.2222222222222223,1.6666666666666667,2.5,0,0,0,0,Başarılı
385,385,Yasak Elma,2018,Neslihan Yeşilyurt,Melis Civelek,FOX,"['Dram','Komedi']",0,1,1,0,0,0,0,Medyapım,"Şevval Sam,Eda Ece,Talat Bulut,Sevda Erginci,Onur Tuna,Nesrin Cavadzade,Gökhan Alkan,Berk Oktay,Biran Damla Yılmaz,Murat Aygen,Barış Kılıç,Tuvana Türkay,Erdal Özyağcılar,Şafak Pekdemir",140,Unknown,2.4529761904761904,2.333333333333333,2.25,0,0,0,0,Kısmen Olgun
386,386,Yaşamayanlar,2018,Alphan Eşeli,Şamil Yılmaz,BluTV,"['Dram','Fantastik','Bilimkurgu']",0,1,0,0,0,0,0,Unknown,"Kerem Bürsin,Birkan Sokullu,Elçin Sangu,Selma Ergeç",60,Unknown,1.5496031746031744,1.0,1.0,0,0,0,0,Başarısız
387,387,Yuvamdaki Düşman,2018,Müge Uğurlar,Rüya İşçileri,Show TV,['Dram'],0,1,0,0,0,0,0,Düş Gezginleri Film,"Nebahat Çehre,Aslı Tandoğan,Pamir Pekin,Ece Çeşmioğlu,Pelin Öztekin,Pelin Karahan,Doğaç Yıldız",120,Atakan Ilgazdağ,1.401814058956916,1.0,1.25,0,0,0,0,Başarısız
388,388,7 Yüz,2017,Tunç Şahin,Tunç Şahin,BluTV,"['Dram','Komedi','Romantik']",0,1,1,0,0,0,1,Bir Film,"Melisa Sözen,Belçim Bilgin,Ekin Koç,Damla Sönmez,Engin Hepileri",60,Unknown,1.3337662337662337,1.0,1.0,0,0,0,0,Başarısız
389,389,Adı Efsane,2017,Devrim Yalçın,Tunus Taşçı,Kanal D,"['Aşk','Dram','Gençlik','Spor']",0,1,0,0,0,0,1,D Productions,"Erdal Beşikçioğlu,Rojda Demirer,Gökçe Bahadır",140,Unknown,1.2777777777777777,1.3333333333333333,1.0,0,0,0,0,Başarısız
390,390,Aslan Ailem,2017,Başak Soysal,Ayça Mutlugil,TRT 1,"['Dram','Komedi','Aşk']",0,1,1,0,0,0,1,Es Film,"Burcu Özberk,Akın Akınözü,Zerrin Sümer,Ferdi Sancar,Benian Dönmez,Hakan Salınmış,Can Kolukısa",120,Serkan Çağrı,1.269047619047619,1.2,1.0,0,0,0,0,Başarısız
391,391,Aşk-ı Roman,2017,Semra Dündar,Hazal Öztürk,TV8,"['Aşk','Komedi','Mahalle','Dram']",0,1,1,0,0,0,1,Global Prodüksiyon,"Solmaz Çiros,Kaan Güvenilir",60,ErdinçÖzcan,1.0,1.0,1.0,0,0,0,0,Başarısız
392,392,Aşk ve Gurur,2017,Taner Akvardar,Yıldırım Kürter,Show TV,"['Dram','Aşk']",0,1,0,0,0,0,1,Limon Film,"Mert Fırat,Damla Sönmez,Alper Saldıran,Tülin Özen,Ahmet Rıfat Şungar",120,Cem Yıldız,1.3464646464646466,2.125,1.0,0,0,0,0,Başarısız
393,393,Ateşböceği,2017,Barış Yöş,Ebru Hacıoğlu,Star TV,"['Aşk','Romantik komedi']",0,0,1,0,0,0,1,Mia Yapım,"Seçkin Özdemir,Nilay Deniz",150,Unknown,1.0454545454545454,1.1,1.0,0,0,0,0,Başarısız
394,394,Badem Şekeri,2017,Aydın Bulut,Alper Erze,FOX,['Romantik komedi'],0,0,1,0,0,0,1,ANS Productions,"Burcu Özberk,Alper Saldıran,Mehmet Atay,Taner Taneri",101,Yılıdıray Gürgen,1.2916666666666667,1.1111111111111112,2.0,0,0,0,0,Başarısız
395,395,Bahtiyar Ölmez,2017,Cem Tabak,Hasan Burak Kayacı,atv,"['Komedi','Aksiyon']",0,0,1,1,0,0,0,Nehir Yapım (1-8)Baba Yapım (9-19),"Yetkin Dikinciler,Hande Subaşı",83,Unknown,1.0625,1.5,1.0,0,0,0,0,Başarısız
396,396,Bir Deli Sevda,2017,Hakan İnan,Korcan Derinsu,Show TV,"['Dram','Aile','Aşk']",1,1,0,0,0,0,1,Pastel Film,"Erkan Kolçak Köstendil,Cansu Tosun,Erdinç Gülener,Deniz Uğur,Cankat Aydos,Esra Kızıldoğan,Itır Esen,Zafer Algöz,Erkan Can",120,Daniska,1.4043370210036876,1.5,1.0,0,0,0,0,Başarısız
397,397,Bizim Hikaye,2017,Serdar Gözelekli,Hatice Meryem,FOX,"['Komedi','Dram']",0,1,1,0,0,0,0,Medyapım,"Hazal Kaya,Burak Deniz,Reha Özcan,Yağız Can Konyalı,Mehmet Korhan Fırat,Mehmetcan Mincinozlu,Sahra Şaş,Nejat Uygur",120,Unknown,1.6815476190476188,1.125,1.5,0,0,0,0,Kısmen Başarılı
398,398,Bu Şehir Arkandan Gelecek,2017,Çağrı Vila Lostuvalı,Ece Yörenç,atv,"['Dram','Aşk','Aksiyon']",0,1,0,1,0,0,1,Ay Yapım,"Kerem Bürsin,Leyla Lydia Tuğutlu,Gürkan Uygun",150,Toygar Işıklı,1.7883597883597886,1.8333333333333333,1.9090909090909087,1,0,0,0,Başarısız
399,399,Cennet'in Gözyaşları,2017,Sadullah Celen,Yekta Torun,atv,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Berk Atan,Almila Ada,Esra Ronabar",120,Unknown,1.4222222222222225,1.3846153846153846,1.0,0,0,0,0,Başarısız
400,400,Çember,2017,Fulya Yavuzoğlu,Evren Oğuz,Star TV,"['Polisiye','Gerilim','Aksiyon']",0,0,0,1,1,0,0,ANS Productions,"Pelin Akil,Barış Bağcı,Anıl Altan,Serhat Kılıç,Olgun Toker,Özgürcan Çevik,Tuvana Türkay,Serdar Orçin",100,Unknown,1.7743506493506496,2.6666666666666665,2.0,0,0,0,0,Kısmen Başarılı
401,401,Çoban Yıldızı,2017,Kader Bayraktar,Gülizar Irmak,FOX,"['Dram','Romantik']",0,1,0,0,0,0,1,Most Production,"Şükrü Özyıldız,Selin Şekerci,Serhat Özcan,Menderes Samancılar,Selim Bayraktar,Sinem Ünsal,Özkan Uğur",120,Cem Yıldız,1.4007936507936507,1.0,1.5,0,0,0,0,Başarısız
402,402,Çocuklar Duymasın,2017,Bora Tekay,Birol Güven,Kanal D,"['Komedi','Dram','Aile']",1,1,1,0,0,0,0,MinT Motion Pictures,"Tamer Karadağlı,Pınar Altuğ,Zeyno Günenç,Volkan Severcan,Mehmet Baran Erdoğan,Buse Sinem İren,Öykü Güven,Alp Eren Khamis,Gülin İyigün",120,Aydın Sarman,1.933862433862434,1.8,1.6363636363636365,0,1,0,0,Kısmen Başarılı
403,403,Çukur,2017,Sinan Öztürk,Gökhan Horzum,Show TV,"['Aksiyon','Dram']",0,1,0,1,0,0,0,Ay Yapım,"Aras Bulut İynemli,Dilan Çiçek Deniz,Ercan Kesal,Perihan Savaş,Şenay Gürler,Erkan Kolçak Köstendil,Öner Erkan,Rıza Kocaoğlu,Necip Memili,Damla Sönmez,Burak Sergen,Berkay Ateş,Erkan Avcı,Salih Kalyon,Nur Sürer,Mustafa Avkıran,Nejat İşler,Barış Arduç,Müfit Kayacan",120,Toygar Işıklı,2.051241740715425,2.5,1.5,0,1,1,1,Başarılı
404,404,Dayan Yüreğim,2017,Deniz Çelebi Dikilibaş,Alican Yaraş,FOX,['Dram'],0,1,0,0,0,0,0,Endemol Shine Turkey,"Mehmet Küçük,Ece Uslu,Cansel Elçin,Nilay Deniz,Berk Atan",120,Yıldıray Gürgen,1.505,1.0,1.6,0,0,0,0,Başarısız
405,405,Deli Gönül,2017,Selim Demirdelen,Barış Pirhasan,FOX,['Dram'],0,1,0,0,0,0,0,25 Film,"Murat Ünalmış,Tuvana Türkay,Ayşe Çiğdem Batur,Ogün Kaptanoğlu",130,Unknown,1.7033730158730158,1.0,1.0,0,0,0,0,Başarısız
406,406,Dolunay,2017,Çağrı Bayrak,Ayşen Günsu Teker,Star TV,['Romantik komedi'],0,0,1,0,0,0,1,No Dokuz Productions,"Can Yaman,Özge Gürel",120,Cem Tuncer,1.0625,1.3333333333333333,1.0,0,0,0,0,Başarısız
407,407,Dostlar Mahallesi,2017,Ayhan Özen,Resul Ertaş,Kanal D,"['Komedi','Mahalle']",0,0,1,0,0,0,0,Erler Film,"Çağla Şikel,Alişan,Hande Katipoğlu,Ersin Korkut,Zeynep Eronat",120,Özgür Özasalan,1.8,2.0,2.0,0,0,0,0,Başarısız
408,408,Esaretim Sensin,2017,Ayşe Tügen,Merve Ateşoğlu,FOX,['Dram'],0,1,0,0,0,0,0,Focus Film,"Esengül Aypek,Yasemin Karataş,Metehan Şahiner,Murat Okur,Yasin Eryılmaz,Ozan Ali Korkut,Beytullah Pekok,Selin Işık,Kerem Baydar,Elif Melda Yılmaz,Özgür Özberk,Elif Göçkıran,Başak Vural",98,Unknown,1.0,4.0,1.0,0,0,0,0,Başarısız
409,409,Evlat Kokusu,2017,"Erol Özlevi,Gökçe Usta",Unknown,Kanal D,"['Dram','Aşk']",0,1,0,0,0,0,1,Endemol Shine Turkey,"Barış Kılıç,Hande Soral,Murat Han,Sedef Avcı,Yeşim Salkım,Nail Kırmızıgül,Selen Uçer",120,Unknown,1.6284013605442176,1.0,1.3658536585365857,0,0,0,0,Başarısız
410,410,Fazilet Hanım ve Kızları,2017,Murat Saraçoğlu,Sırma Yanık,Star TV,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Nazan Kesal,Deniz Baysal Yurtcu,Çağlar Ertuğrul,Mahir Günşiray,Tolga Güleç,Hazal Türesan,Afra Saraçoğlu,İdris Nebi Taşkan,Alp Navruz,Tuğba Melis Türk,Ecem Baltacı",150,Unknown,1.6744588744588744,2.6666666666666665,1.4,0,1,0,0,Kısmen Başarılı
411,411,Fi,2017,Mert Baykal,Nükhet Bıçakçı,puhutv,"['Aşk','Erotizm','Psikolojik gerilim','[1]']",0,0,0,0,0,0,1,Ay Yapım,"Ozan Güven,Serenay Sarıkaya,Mehmet Günsür,Berrak Tüzünataç,Büşra Develi,Tülay Günal,Osman Sonant",60,Cem Öget,1.677551020408163,1.5,2.5,0,1,0,0,Kısmen Başarılı
412,412,Görünen Adam,2017,Onur Ünlü,Onur Ünlü,YouTube,"['Bilim Kurgu','Komedi']",0,0,1,0,0,0,0,Eflatun Film,"Erkan Kolçak Köstendil,Osman Sonant,Selim Bayraktar,Ece Dizdar,Betül Akdeniz",15,Unknown,1.2923809523809524,1.7142857142857142,2.1666666666666665,0,0,0,0,Başarısız
413,413,Hayat Sırları,2017,Gül Oğuz,Mahinur Ergun,Star TV,['Dram'],0,1,0,0,0,0,0,Most Production,"Ekin Koç,Hazal Ergüçlü,Ahmet Mümtaz Taylan,Devrim Yakut,Olgun Toker",120,Unknown,1.227142857142857,1.0,1.625,0,0,0,0,Başarısız
