Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
905,905,Yasak Elma,2007,Mustafa Altıoklar,Mustafa Altıoklar,Show TV,"['Duygusal','Dram']",0,1,0,0,0,0,0,İstanbullu Sinema Teknik Malzemeleri,"Cengiz Küçükayvaz,Yıldız Asyalı,Lemi Filozof,Melda Gür",80,Unknown,1.5,1.5,1.0,0,0,0,0,Başarısız
906,906,Yemin,2007,Serkan Birinci,Gökhan Zincir,FOX,"['Dram','Aile']",1,1,0,0,0,0,0,Focus Film,"Tuba Ünsal,Barış Yalçın,Zeynep Irgat",98,Erdal Güney,1.4833333333333334,2.0,2.0,0,0,0,0,Kısmen Başarılı
907,907,Yeni Evli,2007,Alper Tunga Özdemir,Zehra Çelenk,TRT 1,"['Dram','Komedi']",0,1,1,0,0,0,0,Tunga Film,"Cüneyt Mete,Nur Yazar,Zerrin Epikmen,Dilhan Aras",35,Can Algeç,1.6,1.0,1.0,0,0,0,0,Başarısız
908,908,Yersiz Yurtsuz,2007,Şafak Bal,Ali Ulvi Hünkar,atv,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Ferdi Tayfur,Şerif Sezer,Nesrin Cavadzade,Sinan Albayrak",83,Nail Yurtsever,1.6791666666666667,1.3333333333333333,1.6666666666666667,0,0,0,0,Kısmen Başarılı
909,909,Zeliha'nın Gözleri,2007,Filiz Kaynak,Mehmet Altıoklar,Star TV,"['Polisiye','Macera']",0,0,0,1,1,0,0,Altıoklar Film Prodüksiyon,"Sarp Levendoğlu,Emel Çölgeçen",80,Unknown,1.4583333333333337,1.0,1.0,0,0,0,0,Başarısız
910,910,Zoraki Koca,2007,Ümit Efekan,Özer Çetinel,Kanal D,"['Komedi','Dram']",0,1,1,0,0,0,0,Kanal D,"Burak özçivit,Özlem Yılmaz,Sümer Tilmaç,Işıl Yücesoy",84,Unknown,1.4047619047619049,3.5,1.0,0,0,0,0,Başarısız
911,911,Acemi Cadı,2006,Feride Kaytan,Gamze Özer,Kanal D,"['Fantastik','Komedi']",0,0,1,0,0,0,0,D Productions,"Merve Boluğur,Şenay Gürler,Nergis Kumbasar,Çağkan Çulha",60,Murat Evgin,1.9023809523809525,1.2222222222222223,1.9090909090909087,0,0,0,0,Kısmen Başarılı
912,912,Adak,2006,Adnan Güler,Gamze Özer,Show TV,['Drama'],0,1,0,0,0,0,1,Gold Film,"Emrah,Hande Subaşı",80,Ali Otyam,1.625,1.6,1.9090909090909087,0,0,0,0,Başarısız
913,913,Ah Polis Olsam,2006,Şahin Alparslan,İnan Güngören,Kanal D,"['Aksiyon','Komedi','Polisiye']",0,0,1,1,1,0,0,Plato Film,"Şafak Sezer,Atilla Ercan,Cem Kılıç,Öykü Serter",84,Unknown,1.14375,1.0,1.0,0,0,0,0,Başarısız
914,914,Arka Sokaklar,2006,Orhan Oğuz,Ahmet Yurdakul,Kanal D,"['Polisiye','Aksiyon','Dram','Komedi']",0,1,1,1,1,0,0,Erler Film,"Zafer Ergin,Özgür Ozan,İlker İnanoğlu,Ozan Çobanoğlu,Özlem Çınar,Oya Okar,Şevket Çoruh",135,Murat Evgin,8.52142857142857,4.4,3.555555555555556,0,0,0,0,Olgun
915,915,Aşk Yolu,2006,Çagatay Tosun,Mine Baysan,atv,['Dram'],0,1,0,0,0,0,0,Sis Yapım,"Bülent İnal,Serap Aksoy,Tuba Büyüküstün,Teoman Kumbaracıbaşı",90,Nail Yurtsever,1.3181818181818183,1.0,1.0,0,0,0,0,Başarısız
916,916,Azap Yolu,2006,Orhan Oğuz,Can Sinan,atv,"['Dram','Aksiyon']",0,1,0,1,0,0,0,Unknown,"Kadir İnanır,Engin Şenkan,Miraç Eronat,Melisa Sözen",83,Taner Ayan,1.4107142857142858,4.4,1.375,0,1,0,0,Başarısız
917,917,Bebeğim,2006,Muharrem Gülmez,Gökhan Horzum,atv,['Dram'],0,1,0,0,0,0,0,BKM film,"Barış Falay,Fırat Doğruloğlu,Dolunay Soysert",83,Unknown,1.388888888888889,1.0,1.5,0,0,0,0,Başarısız
918,918,Binbir Gece,2006,Kudret Sabancı,Yıldız Tunç,Kanal D,['Dram'],0,1,0,0,0,0,0,TMC,"Halit Ergenç,Bergüzar Korel,Tardu Flordun,Ceyda Düvenci,Tomris İncer,Metin Çekmez",90,Unknown,2.1218253968253964,2.1666666666666665,2.0,0,1,1,1,Başarılı
919,919,Candan Öte,2006,Yasemin Türkmenli,Deniz Akçay,Star TV,['Dram'],0,1,0,0,0,0,0,Gold Film,"Naz Elmas,Ataç Arman,Rojda Demirer,Nebahat Çehre",80,Unknown,1.5535714285714288,1.0,1.4285714285714286,0,0,0,0,Başarısız
920,920,Cemile,2006,Özer Kızıltan,Mine Baysan,Show TV,['Dram'],0,1,0,0,0,0,0,Limon Film,"Türkan Şoray,Bulut Aras,Selim Erdoğan,Ali Atay",90,Tamer Çıray,1.880952380952381,1.25,1.0,0,1,0,0,Başarısız
921,921,Doktorlar,2006,Merve Girgin,Nuray Uslu,Show TV,"['Dram','Medikal']",0,1,0,0,0,0,0,Med yapım,"Kutsi,Bekir Aksoy,Yasemin Özilhan,Leyla Göksun,Melike Güner,Yeşim Ceren Bozoğlu",90,Unknown,2.6222222222222222,2.0,2.5,0,0,0,0,Başarılı
922,922,Eksi 18,2006,Ahmet Sönmez,Soner Pehlevan,Kanal 7,"['Dram','Polisiye']",0,1,0,0,1,0,0,Oba Film,"Burak Özçivit,Tuğba Karaca,Mühe Uyar,Aygül Hiçyılmaz",60,Gökhan Tamir,1.25,1.3333333333333333,1.0,0,0,0,0,Başarısız
923,923,Erkekler Ağlamaz,2006,Sadullah Celen,İlker Barış,atv,['Dram'],0,1,0,0,0,0,0,Sis Yapım,"Serhat Tutumluer,Ferit Kaya,Demet Evgar,Şebnem Sönmez,Tuba Erdem",45,Unknown,1.7314285714285718,1.3846153846153846,1.0,0,0,0,0,Başarısız
924,924,Ezo Gelin,2006,Uluç Bayraktar,Arda Uskan,Show TV,['Dram'],0,1,0,0,0,0,0,Show TV,"Onur Ünsal,Ahmet Mümtaz Taylan,Serhat Tutumluer,Nurgül Yeşilçay",80,Unknown,1.5383928571428571,1.6666666666666667,2.0,1,0,0,0,Kısmen Başarılı
925,925,Fırtına,2006,Metin Balekoğlu,Gökhan Horzum,Kanal D,"['Komedi','Aile']",1,0,1,0,0,0,0,BKM,"Burçin Terzioğlu,Murat Yıldırım,Zerrin Sümer,Jale Aylanç,Salih Kalyon",84,Unknown,1.4965079365079363,1.0833333333333333,1.5,0,1,0,0,Başarısız
926,926,Gönül,2006,Faruk Teber,Gani Müjde,Kanal D,"['Komedi','Drama']",0,1,1,0,0,0,1,Masalevi,"Gülben Ergen,Ragıp Savaş,Güven Kıraç,Şevket Çoruh",84,Unknown,2.5541666666666667,1.3636363636363635,1.736842105263158,0,1,0,0,Başarısız
927,927,Gülpare,2006,Andaç haznedaroğlu,Özge Efendioğlu,Show TV,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Emre Altuğ,Mine Tugay,Tamer Levent",80,Unknown,1.277777777777778,1.0,1.0,0,0,0,0,Başarısız
928,928,Hacı,2006,Nazif Tunç,Berrin Tekdemir,Show TV,"['Aksiyon','Polisiye']",0,0,0,1,0,1,0,Naz Film,"Tuncel Kurtiz,Aytaç Arman,Dolunay Soysert,Mehmet Akif Alakurt",80,Mazlum Çimen,1.3875,1.0,1.0,0,0,0,0,Başarısız
929,929,Hatırla Sevgili,2006,Ümmü Burhan,Leyla Olça,atv,"['Dram','Romantik','Tarihî']",0,1,0,0,0,1,1,Sis Yapım,"Cansel Elçin,Beren Saat,Okan Yalabık",120,Unknown,1.730952380952381,2.0,2.0,0,1,0,0,Kısmen Başarılı
930,930,Hayat Türküsü,2006,Hakan Gürtop,Grup Flamingo,TRT 1,"['Dram','Genel']",0,1,0,0,0,0,0,Koliba Film,"Burak Davutoğlu,Devin Özgür Çınar,Sermin Hürmeriç,Aslı Yılmaz,Tolga Evren",71,Derya Köroğlu,1.7833333333333337,1.5,2.0,0,0,0,0,Kısmen Başarılı
931,931,Hayatım Sana Feda,2006,Tarkan Karlıdağ,Gani Müjde,atv,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Tamer Karadağlı,Deniz Uğur,Asu Emre,Şahap Sayılgan",83,Temel Zümrüt,2.1625,2.333333333333333,1.736842105263158,0,1,0,0,Başarısız
932,932,Hisarbuselik,2006,Samet Polat,Sevgi Gül,TRT 1,"['Aile','Dram']",1,1,0,0,0,0,0,TRT,"Mithat Erdemli,Şebnem Gürsoy,Ziya Kürküt,Onur Saylak",74,Kemal Günüç,1.4375,1.0,1.0,0,0,0,0,Başarısız
933,933,İki Aile,2006,Nursan Esenboğa,Saygın Delibaş,Star TV,"['Komedi','Aile']",1,0,1,0,0,0,0,D Productions,"Emre Kınay,İclal Aydın",90,Hakkı Bulut,1.5526315789473686,2.0,2.0,0,0,0,0,Kısmen Başarılı
934,934,Kadın Severse,2006,Bora Tekay,Yelda Açıkgöz,atv,"['Dram','Komedi']",0,1,1,0,0,0,0,Ay yapım,"Hülya Avşar,Cihan Ünal,Deniz Çakır,Zerrin Sümer,Derya Baykal ",83,Aydın Sarman,1.6142857142857143,1.8,1.5,0,0,0,0,Başarısız
935,935,Karagümrük Yanıyor,2006,Hilal Saral Ünalan,Pınar Uysal,Star TV,['Aksiyon'],0,0,0,1,0,0,0,Star TV,"Uğur Arslan,Sinem Öztufan,Cem Kölemenoğlu,Özlem Yılmaz",80,Özhan Eren,1.238095238095238,1.5,1.0,0,0,0,0,Başarısız
936,936,Karınca Yuvası,2006,Raşit Çelikezer,Çetin Büyükakın,Kanal D,"['Komedi','Sitkom']",0,0,1,0,0,0,0,Yağmur Ajans,"Memet Ali Alabora,Emel Sayın,Settar Tanrıöğen,Toprak Sağlam,Bülent Şakrak",84,Müjdat Akgün,1.413333333333333,1.0,2.333333333333333,0,0,0,0,Başarısız
937,937,Kaybolan Yıllar,2006,Gülçin Gülbahçe,Zehra Güleray,Star TV,"['Dram','Duygusal','Polisiye','Aşk']",0,1,0,1,1,0,1,Base Productions,"Yeşim Büber,Saruhan Hünel,Burak Hakkı",70,Bolahenk,2.737373737373737,1.5,1.25,0,0,0,0,Kısmen Başarılı
938,938,Kınalı Kuzular,2006,Tunç Davut,Erkan Akın,TRT 1,['Tarihî'],0,0,0,0,0,1,0,TRT,"Ahmet Mümtaz Taylan,Emin Gürsoy,Kurtuluş Şakirağaoğlu,Demir Karahan",74,Unknown,1.4,1.0,1.0,0,0,0,0,Başarısız
939,939,Kırık Kanatlar,2006,Çağatay Tosun,Gül Dirican,Kanal D,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Mehmet Ali Nuroğlu,Özge Özberk,Cansel Elçin,Begüm Birgören,Şemsi İnkaya,Saygın Soysal,Türkü Hazer,Sermiyan Midyat",84,Toygar Işıklı,1.659970238095238,1.6,2.0,1,0,0,0,Kısmen Başarılı
940,940,Kızlar Yurdu,2006,Ceyda Demir,Yasemin Özbek,Show TV,['Komedi'],0,0,1,0,0,0,0,Altıoklar Film Prodüksiyon,"Melike Güner,Eylem Yıldız,Pelinsu Pir,Arzu Oş,Fethi Kantarcı,Özlem Durmaz",80,Nil Karaibrahimgil,1.25,1.0,1.0,0,0,0,0,Başarısız
941,941,Kod Adı,2006,Tevfik Şenol,Zeki Gürdal Karaoğlu,Kanal D,['Polisiye'],0,0,0,1,1,0,0,Serap Yapım,"Gerçek Sağlar,Özgür Özberk,Korel Cezayirli,Onur Saylak,Nuri Gökaşan",84,Can Atilla,1.3166666666666669,1.0,1.0,0,0,0,0,Başarısız
942,942,Köprü,2006,Sadullah Şentürk,Ozan Yurdakul,Star TV,"['Dram','Macera','Politik']",0,1,0,1,0,0,0,Koliba Film,"Erdal Beşikçioğlu,Ayşegül Ünsal,İpek Karapınar",80,Unknown,2.0444444444444443,2.7142857142857144,2.0,0,0,0,0,Kısmen Başarılı
