Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
974,974,Bütün Çocuklarım,2004,Faruk Teber,Gamze Özer,Kanal D,['Dram'],0,1,0,0,0,0,0,Masalevi,"Kadir İnanır,Jülide Kural,Bahar Erdeniz,Ufuk Özkan,Murat Yıldırım",84,Mustafa Korkmaz,1.3396825396825398,1.3636363636363635,1.9090909090909087,0,1,0,0,Başarısız
975,975,Büyük Buluşma,2004,Naci Çelik Berksoy,Onur Ünlü,Samanyolu TV,['Dram'],0,1,0,0,0,0,0,Ser Film,"Peri Mehtap Çiçek,Perihan Savaş,Burak Alkaş,Baki Harputlu",90,Aria,3.275,2.6,2.1666666666666665,0,0,0,0,Başarılı
976,976,Büyük Yalan,2004,Yüksel Aksu,Deniz Akçay,atv,['Drama'],0,1,0,0,0,0,1,Gold Film,"Emrah,Sinem Öztufan",83,Gürdal Karagöz,1.9583333333333333,1.5,1.4285714285714286,0,0,0,0,Kısmen Başarılı
977,977,Büyümüş de Küçülmüş,2005,Cem Karcı,Levent Demirkale,Kanal D,"['Sit-com','Komedi']",0,0,1,0,0,0,0,D Productions,"Mehmet Ali Erbil,Melisa Sözen,Nilgün Belgün,İlkay Saran,Taner Ergör,Pamela Spence,Gökçe Akyıldız,Arda Esen",120,Uğur Akyürek,1.8958333333333333,1.7777777777777777,1.0,1,0,0,0,Başarısız
978,978,Cennet Mahallesi,2004,Serdar Akar,Resul Ertaş,Show TV,['Komedi'],0,0,1,0,0,0,0,Erler Film,"Melek Baykal,Müjdat Gezen,Özkan Uğur,Alişan,Çağla Şıkel,Zeki Alasya",80,Aria,2.333333333333333,1.9090909090909087,2.0,0,0,0,0,Başarılı
979,979,Çapkın,2005,Bora Onur,Ali Can Yaraş,Show TV,"['Komedi','Romantik']",0,0,1,0,0,0,1,Süreç Film,"Okan Yalabık,Özlem Conker,Ahmet Mümtaz Taylan,Nergis Kumbasar,Suna Pekuysal,Bartu Küçükçağlayan  ",90,Unknown,1.636111111111111,1.4285714285714286,1.0,0,0,0,0,Başarısız
980,980,Çemberimde Gül Oya,2004,Çağan Irmak,Çağan Irmak,Kanal D,"['Dram','Politik']",0,1,0,0,0,0,0,Avşar Film,"Selda Alkor,Özge Özberk,Mehmet Ali Nuroğlu,Tuba Büyüküstün,Melisa Sözen,Suzan Aksoy,Şerif Sezer,Kenan BalIşıl Yücesoy",75,Taner Ayan,1.4469020562770565,1.2857142857142858,1.3333333333333333,0,1,0,0,Başarısız
981,981,Çocuğun Var Derdin Var,2004,Atıl İnaç,İlker Barış,TGRT,['Komedi'],0,0,1,0,0,0,0,Med Yapım,"Cem Davran,Şevval Sam,Berke Üzrek,Şevval Başpınar,Rüya Önal",13,Murat Evgin,1.51,1.0,1.0,0,0,0,0,Başarısız
982,982,Çocuklar Duymasın,2002,Raşit Çelikezer ,Birol Güven,atv,"['Aile','Durum komedisi']",1,0,1,0,0,0,0,Protel Yapım,"Tamer Karadağlı,Pınar Altuğ,Volkan Severcan,Zeyno Günenç,Öykü Güven",120,Unknown,1.880952380952381,3.0,1.6363636363636365,0,1,0,0,Başarılı
983,983,Çocuklar Ne Olacak,2005,Raşit Çelikezer,Metin Açıkgöz,Star TV,"['Aile','Komedi']",1,0,1,0,0,0,0,Mint Prodüksiyon,"Ayşecan Tatari,Furkan Kızılay,Özgür Ozan,Zeyno Günenç,Ferdi Akarnur,Ayşen Tekin",80,Erdem Özyılmaz,2.847222222222222,1.0,1.0,0,0,0,0,Başarısız
984,984,Dadı,2005,Fatih Aksoy,Erol Hızarcı,Show TV,"['Komedi','Sit-com']",0,0,1,0,0,0,0,Medyapım,"Gülben Ergen,Kenan Işık,Haldun Dormen,Seray Sever,Sinem Kobal,İlkay Saran",45,Hasan Baran,2.013888888888889,1.6666666666666667,2.0,0,1,0,0,Başarılı
985,985,Davetsiz Misafir,2005,Ümmü Burhan,Gani Müjde,Show TV,"['Komedi','Romantik']",0,0,1,0,0,0,1,Tükenmez Kalem,"Pınar Altuğ,Tardu Flordun,Görkem Yletan,Aykut Oray,Hakarn Gerçek",80,Temel Zümrüt,1.3142857142857145,2.0,1.736842105263158,0,1,0,0,Başarısız
986,986,Dikkat Bebek Var,2000,Haluk Bener,Özgür Evren Heptürk,TRT 1,"['Dram','Komedi']",0,1,1,0,0,0,0,TRT,"Kaan Girgin,Ceyda Düvenci,Kerem Kupacı,Nihal Menzil",74,Erdem Özyılmaz,1.7202380952380951,2.0,1.25,0,0,0,0,Kısmen Başarılı
987,987,Ekmek Teknesi,2002,Osman Sınav,Hasan Kaçan,atv,"['Komedi','Dram']",0,1,1,0,0,0,0,Sinegraf,"Savaş Dinçel,Sermin Hürmeriç,Hasan Kaçan,Kadir Çöpdemir,Ahmet Yenilmez",60,İncesaz,2.41,3.0,1.4,1,0,0,0,Başarılı
988,988,Emret Komutanım,2005,Mustafa Altıoklar,Alper Erze,Show TV,"['Askeri','Dram','Komedi']",0,1,1,0,1,0,0,Altıoklar Film Prodüksiyon,"Sarp Levendoğlu,Demet Evgar,Seda Akman",90,Tolga Çebi,1.9246031746031744,1.5,2.0,0,0,0,0,Başarılı
989,989,En İyi Arkadaşım,2004,Hamdi Alkan,Resul Ertaş,Show TV,"['Aile','Komedi']",1,0,1,0,0,0,0,Unknown,"Hamdi Alkan,Mehmet Ulay,Yılsu Sarper",60,Unknown,2.0,2.0,2.0,0,0,0,0,Kısmen Başarılı
990,990,En Son Babalar Duyar,2000,Sibel Kocataş,Necmi Yapıcı,TRT 1,"['Durum komedisi','Aile','Dram']",1,1,1,0,0,0,0,Mint Prodüksiyon,"Ayşegül Atik,Ali Erkazan,Levent Ülgen,Hatice Aslan",74,Erdem Özyılmaz,2.2472222222222222,3.6666666666666665,5.0,0,0,0,0,Kısmen Olgun
991,991,Esir Şehrin İnsanları,2003,Cafer Özgül,Ahmet Yurdakul,TRT 1,"['Dram','Tarihî']",0,1,0,0,0,1,0,TRT,"Emre Kınay,Zeynep Tokuş,Fikret Kuşkan,Başak Köklükaya,Seray Sever,Zafer Algöz,Ali Sirmen",74,Unknown,1.5193665983139668,1.0,3.555555555555556,0,0,0,0,Başarısız
992,992,Evdeki Yabancı,2000,Ümmü Burhan,Nuran Devres,Kanal D,"['Komedi','Aile']",1,0,1,0,0,0,0,Ans Productions,"Berna Laçin,Tardu Flordun,Oya Aydoğan,Aliye Uzunatağan,Alp Öyken",84,Fikret Alper,1.96,2.0,1.5,0,0,0,0,Kısmen Başarılı
993,993,Gülbeyaz,2003,Özer Kızıltan,Rüya İşçileri,Kanal D,"['Macera','Drama']",0,1,0,1,0,0,1,eyeQ prodiction,"Şevval Sam,Nejat İşler,Meral Çetinkaya,Kamran Usluer,Bora Ayanoğlu,Yeşim Ceren Bozoğlu",50,Unknown,1.6916666666666669,1.25,1.25,0,0,0,0,Başarısız
994,994,Gümüş,2005,Tarık Alpagut,Pınar Ordu,Kanal D,"['Dram','Romantik']",0,1,0,0,0,0,1,D Productions,"Kıvanç Tatlıtuğ,Songül Öden,Ekrem Bora",84,Cem Erman,2.074074074074074,3.0,2.5,0,1,0,0,Başarılı
995,995,Hayat Bilgisi,2005,Tarkan Karlıdağ,Gani Müjde,Show TV,"['Gençlik','Komedi','Aile']",1,0,1,0,0,0,0,Süreç Film,"Perran Kutman,Tarık Pabuççuoğlu,Kerem Kupacı",60,Temel Zümrüt,2.9111111111111114,2.333333333333333,1.736842105263158,0,0,0,0,Başarılı
996,996,Haziran Gecesi,2005,Andaç Haznedaroğlu,Mahinur Ergun,Kanal D,['Dram'],0,1,0,0,0,0,0,Gold Film,"Özcan Deniz,Naz Elmas,Nebahat Çehre,Demir Karahan",60,Gökhan Kırdar,1.761904761904762,1.6666666666666667,1.625,0,1,0,0,Kısmen Başarılı
997,997,Hekimoğlu,2003,Murat Saraçoğlu,Mahmut Bengi,Samanyolu TV,"['Dram','Aksiyon']",0,1,0,1,0,0,0,Ser Film,"Serdar Özer,İsmet Gülsoy,Cem Kurtoğlu,Aslı Orcan,İsmet Erten,Barış Koçak",80,Aria,1.0666666666666669,2.6666666666666665,1.3333333333333333,0,0,0,0,Başarısız
998,998,Hırsız Polis,2005,Türkan Derya Güven,Gaye Boralıoğlu,Kanal D,['Polisiye'],0,0,0,1,1,0,0,TMC Film,"Uğur Yücel,Timuçin Esen,Özlem Düvencioğlu,Murat Daltaban,Erol Günaydın,Ozan Güven,Rasim Öztekin",84,Unknown,2.301948051948052,2.0,1.5,0,1,1,1,Kısmen Başarılı
999,999,Hürrem Sultan,2003,Fatih Aksoy,Mehmet Murat Somer,Star TV,['Tarihî'],0,0,0,0,0,1,0,Medyapım,"Gülben Ergen,Ali Sürmeli,Hatice Aslan,Serdar Deniz",80,Rahman Aydın,2.4097222222222223,1.6666666666666667,1.0,0,1,0,0,Başarısız
1000,1000,Gurbet Kadını,2003,Melih Gülgen,Ahmet Yurdakul,Show TV,['Dram'],0,1,0,0,0,0,0,Erler Film,"Meltem Cumbul,Burak Hakkı,Fatma Girik",80,Unknown,1.9318181818181817,2.0,3.555555555555556,0,1,0,0,Kısmen Başarılı
1001,1001,Ihlamurlar Altında,2005,Aydın Bulut,Nilgün Öneş,Kanal D,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Bülent İnal,Tuba Büyüküstün,Özge Borak,Sinan Tuzcu",100,İntizar,1.4931818181818182,1.1111111111111112,1.5,0,0,0,0,Kısmen Başarılı
1002,1002,İkinci Bahar,2005,Uğur Yücel,Sulhi Dölek,atv,['Dram'],0,1,0,0,0,0,0,Erler FilmMost Production,"Türkan Şoray,Şener Şen,Tarık Papuççuoğlu,Güven Hokna,Nedim Saban,Özkan Uğur,Nurgül Yeşilçay,Ozan Güven",83,İncesaz,2.278125,3.0,2.333333333333333,0,1,0,0,Başarılı
1003,1003,İyi Aile Robotu,2002,Yücel Uçanoğlu,Fatih Solmaz,Kanal 7,"['Aile','Komedi']",1,0,1,0,0,0,0,Kanal 7,"Taylan Erler,Tomris Oğuzalp,Selda Özbek",54,Bora Ebeoğlu,1.3333333333333333,1.0,1.0,0,0,0,0,Başarısız
1004,1004,Kadın İsterse,2005,Bora Tekay,Yelda Açıkgöz,Show TV,"['Dram','Komedi']",0,1,1,0,0,0,0,Mint Prodüksiyon,"Hülya Avşar,Cihan Ünal,Deniz Çakır,Zerrin Sümer,Derya Baykal,Kazım Akşar,Burçin Terzioğlu,Vildan Atasever,Oğuz Oktay,Cahit Kaşıkçılar,Elif Tayhan",80,Erdem Özyılmaz,1.748642266824085,1.8,1.5,0,1,0,0,Kısmen Başarılı
1005,1005,Kampüsistan,2003,Uluç Bayraktar,Deniz Ergun,Kanal D,"['Dram','Gençlik']",0,1,0,0,0,0,0,D Productions,"Kaan Urgancıoğlu,Göksun Çam,Burak Altay,Tuğçe Kazaz,İpek Değer,Engin Hepileri,Irmak Ünal,Ekim Mağden,Aylin Kontente,Elif Akşar,İstemihan Tuna",84,Hakan Oral,1.8685064935064937,1.6666666666666667,2.0,1,1,0,0,Kısmen Başarılı
1006,1006,Kezban Yenge,2005,Hilal Saral,Kasım Uçkan,Kanal 7,"['Komedi','Dram']",0,1,1,0,0,0,0,Kanal 7,"Parkan Özturan,Şensel Uykal,Gamze İnci,Gökçe Yurtsal,Tuncay Gürel",60,Fatih Ihlamur,2.0,1.625,2.0,0,0,0,0,Kısmen Başarılı
1007,1007,Kınalı Kar,2002,Taner Akvardar,Gamze Özer ,Kanal D,['Dram'],0,1,0,0,0,0,0,Yağmur Ajans,"Emrah,Özlem Conker,Engin Şenkan,Mustafa Avkıran",60,Ali Otyam,2.270833333333333,2.125,3.0,0,0,1,1,Başarılı
1008,1008,Koçum Benim,2002,Vecihi Ener,Yonca Akasya,TRT 1,"['Komedi','Aile']",1,0,1,0,0,0,0,Replik Ajans,"Tarık Akan,Ebru Cündübeyoğlu,Engin Altan,Sevil Üstekin,Zihni Göktay,Ozan Güven,Yunus Günçe",74,	Melih Kibar,1.6666666666666663,2.0,2.0,0,0,0,0,Kısmen Başarılı
1009,1009,Kurtlar Vadisi,2003,Osman Sınav,Ahmet Yurdakul,Show TV,"['Aksiyon','Dram','Politik']",0,1,0,1,0,0,0,Sinegraf,"Necati Şaşmaz,Özgü Namal,Selçuk Yöntem,Oktay Kaynarca,Zafer Ergin,Gürkan Uygun",65,Gökhan Kırdar,4.607407407407407,3.0,3.555555555555556,1,0,0,0,Başarılı
1010,1010,Kurşun Yarası,2003,Özer Kızıltan,Ayhan Sonyürek,atv,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Berdan Mardini,Gerçek Sağlar,Bülent İnal,A. Yavuz Sepetçi,Ayçin İnci,Avni Yalçın,Ahmet Mümtaz Taylan,Nur Sürer,Emrah Elçiboğa,Mehmet Akan,Mesut Akusta,Ali Kırca,Fikret Hakan",83,Kemal Sahir Gürel,2.4662004662004664,1.25,2.0,0,0,0,0,Kısmen Başarılı
1011,1011,Kuzenlerim,2002,Bülent Özdural,Gamze Özer,TRT 1,"['Aile','Komedi']",1,0,1,0,0,0,0,TRT,"Volkan Severcan,İhsan Bilsev,Arda Kural,Ayşegül Ünsal",94,Unknown,2.270833333333333,2.5,1.9090909090909087,0,0,0,0,Başarılı
1012,1012,Lise Defteri,2003,Mustafa Altıoklar,Tarkan Çeper,Kanal D,"['Gençlik','Komedi','Dram']",0,1,1,0,0,0,0,Altıoklar Film Prodüksiyon,"Ece Erken,Emre Altuğ,Arda Kural,Selin Demiratar",60,Unknown,1.4970238095238095,1.5,1.0,0,0,0,0,Başarısız
1013,1013,Mavi Rüya,2005,Avni Kütükoğlu,Samim Utku,Samanyolu TV,"['Dram','Gerilim']",0,1,0,1,0,0,0,Ser Film,"Melda Bekcan,Ali Başar,Esin Civangil",80,Aria,1.8611111111111116,2.0,3.0,0,0,0,0,Kısmen Başarılı
1014,1014,Melekler Adası,2004,Cankat Ergin,Nuran Devres,atv,"['Dram','Gerilim']",0,1,0,1,0,0,0,Yağmur Ajans,"Nurgül Yeşilçay,Devrim Nas,Cem Özer,Neriman Uğur",60,Ali Otyam,2.09375,1.75,1.5,0,0,0,0,Başarılı
1015,1015,Omuz Omuza,2004,Ersoy Güler,Deniz Akçay,Kanal D,"['Komedi','Romantik']",0,0,1,0,0,0,1, D Production,"Pınar Altuğ,Ebru Cündübeyoğlu,Bekir Aksoy",84,Unknown,1.8015873015873016,2.0,1.4285714285714286,0,1,0,0,Başarısız
1016,1016,Serseri,2003,Cem Akyoldaş,Alican Yaraş,Kanal D,"['Romantik','Drama','Komedi']",0,1,1,0,0,0,1,Yağmur Ajans,"Gamze Özçelik,Okan Yalabık,Erkan Petekkaya,Cüneyt Arkın",80,Ali Otyam,1.8990384615384617,1.25,1.6,0,1,0,0,Kısmen Başarılı
1017,1017,Sihirli Annem,2003,Ersoy Güler,Gamze Özer,Star TV,"['Fantastik','Komedi']",0,0,1,0,0,0,0,Süreç Film,"İnci Türkay,Şahap Sayılgan,Defne Joy Foster,Zuhal Topal,Nevra Serezli,Ebru Karanfilci,Gül Onat",60,Yongün Keymen,2.935374149659864,2.0,1.9090909090909087,0,0,0,0,Başarılı
1018,1018,Sırlar Dünyası,2002,Taner Tunç,Mehmet Uyar,Samanyolu TV,['Dram'],0,1,0,0,0,0,0,Zoom Art Production,"Reha Yeprem,Fatma Belgen,Salih Kırmızı,Yusuf Sezgin",75,Unknown,4.0,2.0,5.0,0,0,0,0,Kısmen Olgun
1019,1019,Sultan Makamı,2003,Aydın Bulut,Ali Ulvi Hünkar,Kanal D,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Şevket Çoruh,Başak Köklükaya,Uğur Polat,Dolunay Soysert,Kerem Atabeyoğlu,Suzan Elif Kılınç",70,Kemal Sahir Gürel,1.7194444444444443,1.1111111111111112,1.6666666666666667,0,0,0,0,Başarısız
1020,1020,Şubat Soğuğu,2005,Demir Keskin,Mahmut Bengi,Samanyolu TV,"['Dram','Polisiye']",0,1,0,1,1,0,0,Ser Film,"Kenan Bal,Suavi Eren",90,Aria,2.0,2.0,1.3333333333333333,0,0,0,0,Kısmen Başarılı
1021,1021,Şöhret,2005,Bahadır İnce,Deniz Akçay,atv,['Dram'],0,1,0,0,0,0,0,Gold Film,"Ahu Türkpençe,Atilla Saral,Murat Ünalmış,Nurseli İdiz,Şebnem Dilligil,Türkan Kılıç,Onur Bayraktar,Burak Altay,Oya Okar,Bengi Öztürk,Kevork Türker,Ebru Gediz,Selma Ergeç,Yalçın Dümer",90,eMg müzik,2.0841269841269843,1.5714285714285714,1.4285714285714286,0,0,0,0,Kısmen Başarılı
1022,1022,Tatlı Hayat,2001,Bora Tekay,Haluk Özenç,Show TV,"['Komedi','Sit-com']",0,0,1,0,0,0,0,Medyapım,"Türkan Şoray,Haluk Bilginer,Asuman Dabak,Çolpan İlhan,Neco,Celal Kadri Kınoğlu,Gamze Özçelik,Emre Altuğ,,Veysel Diker,Sevinç Aktansel,Sedat Kalkavan,Levent Sülün",80,Hakan Özer,2.2397764628533863,1.8,1.6666666666666667,0,1,0,0,Başarılı
1023,1023,Üzgünüm Leyla,2000,Taner Akvardar,Sertan Ergin,TRT 1,"['Aile','Komedi','Duygusal']",1,1,1,0,0,0,0,TRT,"Perran Kutman,Selçuk Yöntem,Hakkı Ergök,Çetin Tekindor",74,Unknown,2.072222222222222,2.125,2.0,0,0,0,0,Kısmen Başarılı
1024,1024,Vay Anam Vay,2005,Erdoğan Engin,Gani Müjde,Kanal D,['Komedi'],0,0,1,0,0,0,0,D Productions,"Nevra Serezli,Atilla Olgaç,Sıdıka Şenkan,Ayhan Kavas,Gülen Karaman,Hakan Vanlı,Burçak Işımer",95,Güliz Asyalı,1.9285714285714284,1.5,1.736842105263158,0,0,0,0,Kısmen Başarılı
1025,1025,Yabancı Damat,2004,Yağmur Taylan,Ayşe Teker,Kanal D,['Dram'],0,1,0,0,0,0,0,Erler Film,"Erdal Özyağcılar,Sumru Yavrucuk,Nehir Erdoğan,Özgür Çevik,Arif Erkin,Zeki Alasya,Binnur Kaya,Tülin Oral,Yılmaz Gruda",80,Gökhan Kırdar,2.105952380952381,2.0,2.5,0,0,1,1,Başarılı
1026,1026,Yağmur Zamanı,2004,Dilek Gökçin,Tuna Kiremitçi,Show TV,"['Dram','Aile']",1,1,0,0,0,0,0,TMC Film,"Tamer Karadağlı,Zeynep Irgat,Levend Yılmaz,Betül Çobanoğlu",90,Tufan Kıraç,1.875,2.0,2.0,0,1,0,0,Kısmen Başarılı
1027,1027,Yanık Koza,2005,Murat Saraçoğlu,N. İpek Aksoy,Show TV,"['Dram','Genel']",0,1,0,0,0,0,0,Limon Film,"Yavuz Bingöl,Başak Köklükaya,Çolpan İlhan,Ayça İnci,Mustafa Alabora,Burak Davutoğlu,Tuncer Necmioğlu,Serdar Özer,Başak Daşman,Kemal Okur,Barış Erdi,Perihan Savaş,Mete Horozoğlu,Sedef Avcı,Hande Kazanova,Saadet Gürses,Erdal Cindoruk,Ali Karagöz,Yavuz Karakaş",90,Tamer Çıray,2.56359649122807,2.6666666666666665,3.0,0,0,0,0,Başarılı
1028,1028,Yarım Elma,2002,Deniz Akçay,Gani Müjde,Show TV,"['Komedi','Dram']",0,1,1,0,0,0,0,Sis Yapım,"Janset Paçal,Günay Karacaoğlu",45,Unknown,1.5625,2.0,1.736842105263158,0,0,0,0,Kısmen Başarılı
1029,1029,Yeditepe İstanbul,2001,Türkân Derya Güven,Ali Ulvi Hünkar,TRT 1,"['Dram','Aile','Duygusal']",1,1,0,0,0,0,1,TRT,"Emre Kınay,Zuhal Olcay,Uğur Polat,Itır Esen,Oktay Kaynarca",40,Derya Köroğlu,1.377719298245614,2.0,1.6666666666666667,0,0,0,0,Kısmen Başarılı
1030,1030,Yeniden Çalıkuşu,2005,Cem Akyoldaş,Hakan Haksun,Star TV,['Drama'],0,1,0,0,0,0,1,Kalinos Prodüksiyon,"Tuba Ünsal,Burak Hakkı,Kaan Urgancıoğlu,Aliye Uzunatağan,Zerrin Arbaş,Suna Selen,Itır Esen,Ahmet Uz,Kaya Akarsu,Taner Ertürkler",60,Cahit Berkay,1.6420454545454546,1.25,1.5,0,1,0,0,Başarısız
1031,1031,Yusuf Yüzlü,2004,Emine Çelebi,Hüdaverdi Yavuz,Samanyolu TV,['Dram'],0,1,0,0,0,0,0,Ser Film,"Haluk Kurtoğlu,Melda Bekcan,Hüdelfa Taştekin,Yılmaz Köksal,Uğur Kıvılcım",60,Aria,1.3666666666666667,1.0,1.0,0,0,0,0,Başarısız
1032,1032,Zehirli Çiçek,2000,Samim Değer,Safa Önal ,Show TV,"['Dram','Gerilim']",0,1,0,1,0,0,0,Erler Film,"Tuğba Özay,Çağla Şıkel,Aysun Kayacı,Özlem Savaş,Burak Hakkı,Kerem Alışık,Faruk Peker,Tarık Tarcan,Karahan Çantay,Levent Özdilek,Petek Dinçöz,Zuhal Topal,Sibel Gökçe,Güneş Berberoğlu,Efgan Efekan,Ahmet Uz,Semra Dinçer,Orçun Sonat",50,Ali Otyam,1.9866522366522368,2.0,2.0,0,0,0,0,Kısmen Başarılı
